24;81;2192;-25;-112;35;0,627301;-2,116263;0,013672;0,003052;0,237126;-1,688889;0;0;0;0
19;66;2185;-8;43;-106;0,498212;-1,730147;-0,005249;0,000977;0,195120;-1,690415;0;0;0;0
28;89;2225;-38;19;-12;0,720987;-2,290610;-0,002319;0,004639;0,172566;-1,688947;0;0;0;0
46;91;2211;-31;-60;108;1,191871;-2,356841;0,007324;0,003784;0,168536;-1,690713;0;0;0;0
35;78;2217;-27;-20;-93;0,904459;-2,014988;0,002441;0,003296;0,139260;-1,685608;0;0;0;0
19;80;2208;-33;85;69;0,493022;-2,075026;-0,010376;0,004028;0,116572;-1,690130;0;0;0;0
7;67;2200;-32;16;152;0,182304;-1,744378;-0,001953;0,003906;0,142416;-1,683337;0;0;0;0
29;75;2207;-23;108;6;0,752824;-1,946321;-0,013184;0,002808;0,149971;-1,688393;0;0;0;0
36;80;2220;-23;-17;-137;0,929039;-2,063820;0,002075;0,002808;0,165731;-1,699700;0;0;0;0
29;87;2223;-24;-23;-67;0,747406;-2,241201;0,002808;0,002930;0,171232;-1,707959;0;0;0;0
1;60;2198;-25;30;45;0,026067;-1,563646;-0,003662;0,003052;0,200448;-1,701870;0;0;0;0
5;78;2213;-48;-46;-54;0,129453;-2,018627;0,005615;0,005859;0,182020;-1,691816;0;0;0;0
6;75;2187;-14;-157;50;0,157190;-1,964106;0,019165;0,001709;0,195068;-1,704483;0;0;0;0
33;57;2170;-9;46;131;0,871251;-1,504658;-0,005615;0,001099;0,179660;-1,699002;0;0;0;0
21;86;2237;31;122;4;0,537852;-2,201614;-0,014893;-0,003784;0,163254;-1,713121;0;0;0;0
27;81;2219;-13;-52;-10;0,697120;-2,090535;0,006348;0,001587;0,198442;-1,729103;0;0;0;0
35;90;2190;-82;3;-12;0,915608;-2,353297;-0,000366;0,010010;0,173738;-1,716681;0;0;0;0
35;88;2232;-1;-46;37;0,898382;-2,257804;0,005615;0,000122;0,180353;-1,712158;0;0;0;0
42;75;2239;-47;51;-31;1,074650;-1,918525;-0,006226;0,005737;0,129540;-1,706130;0;0;0;0
18;85;2193;-12;54;14;0,470269;-2,219656;-0,006592;0,001465;0,118491;-1,714661;0;0;0;0
20;59;2211;-43;54;55;0,518265;-1,528561;-0,006592;0,005249;0,125551;-1,719442;0;0;0;0
18;75;2234;-46;29;35;0,461639;-1,922816;-0,003540;0,005615;0,120550;-1,709473;0;0;0;0
22;98;2208;17;-123;-7;0,570863;-2,541352;0,015015;-0,002075;0,126004;-1,715077;0;0;0;0
52;77;2200;-29;38;-31;1,354012;-2,004534;-0,004639;0,003540;0,122060;-1,723800;0;0;0;0
15;81;2203;-36;33;16;0,390115;-2,105705;-0,004028;0,004395;0,108716;-1,711751;0;0;0;0
30;81;2186;-67;72;19;0,786261;-2,122066;-0,008789;0,008179;0,124303;-1,701790;0;0;0;0
11;78;2186;-16;-52;-2;0,288311;-2,043539;0,006348;0,001953;0,147785;-1,705958;0;0;0;0
14;80;2216;-8;135;126;0,361972;-2,067542;-0,016479;0,000977;0,132462;-1,692139;0;0;0;0
22;81;2194;-28;-120;34;0,574505;-2,114335;0,014648;0,003418;0,155524;-1,693962;0;0;0;0
29;79;2219;-36;-64;-40;0,748753;-2,038962;0,007812;0,004395;0,151250;-1,690099;0;0;0;0
26;86;2238;-33;-46;-33;0,665605;-2,200632;0,005615;0,004028;0,150692;-1,705430;0;0;0;0
28;86;2197;-17;35;102;0,730175;-2,241658;-0,004272;0,002075;0,105603;-1,720052;0;0;0;0
28;82;2197;-42;-127;-82;0,730175;-2,137494;0,015503;0,005127;0,132538;-1,732918;0;0;0;0
13;63;2228;-14;72;9;0,334307;-1,619691;-0,008789;0,001709;0,146642;-1,721421;0;0;0;0
12;58;2209;-10;27;185;0,311246;-1,504025;-0,003296;0,001221;0,148796;-1,719499;0;0;0;0
18;78;2192;-57;63;-15;0,470484;-2,037950;-0,007690;0,006958;0,143718;-1,710374;0;0;0;0
25;88;2171;-28;42;-51;0,659756;-2,321175;-0,005127;0,003418;0,138592;-1,716015;0;0;0;0
34;95;2201;-39;61;26;0,885008;-2,471478;-0,007446;0,004761;0,127965;-1,728428;0;0;0;0
15;94;2194;-17;29;8;0,391715;-2,453287;-0,003540;0,002075;0,124483;-1,739465;0;0;0;0
20;70;2217;-28;127;-46;0,516863;-1,808468;-0,015503;0,003418;0,103190;-1,740360;0;0;0;0
27;78;2188;-5;-39;32;0,706996;-2,041672;0,004761;0,000610;0,122518;-1,730936;0;0;0;0
22;82;2211;-18;119;133;0,570088;-2,123972;-0,014526;0,002197;0,132357;-1,722556;0;0;0;0
30;65;2233;-30;63;66;0,769713;-1,667342;-0,007690;0,003662;0,144244;-1,716255;0;0;0;0
25;86;2212;-23;158;-152;0,647529;-2,226472;-0,019287;0,002808;0,154216;-1,721758;0;0;0;0
26;59;2206;-39;202;71;0,675259;-1,532024;-0,024658;0,004761;0,103438;-1,723234;0;0;0;0
32;78;2225;26;38;39;0,823972;-2,007749;-0,004639;-0,003174;0,116321;-1,724934;0;0;0;0
17;85;2210;-89;-4;-69;0,440728;-2,202598;0,000488;0,010864;0,140189;-1,711991;0;0;0;0
18;70;2200;12;19;47;0,468773;-1,822433;-0,002319;-0,001465;0,118101;-1,691983;0;0;0;0
34;70;2228;-61;-96;95;0,874284;-1,799545;0,011719;0,007446;0,126212;-1,667704;0;0;0;0
20;81;2236;-69;72;-20;0,512471;-2,074655;-0,008789;0,008423;0,109303;-1,662598;0;0;0;0
30;78;2207;-38;-148;-90;0,778780;-2,024110;0,018066;0,004639;0,150518;-1,660684;0;0;0;0
24;76;2201;-39;76;-56;0,624736;-1,977624;-0,009277;0,004761;0,111040;-1,659312;0;0;0;0
18;89;2241;-1;-191;61;0,460197;-2,274273;0,023315;0,000122;0,132327;-1,654305;0;0;0;0
27;91;2208;-51;33;-62;0,700593;-2,360039;-0,004028;0,006226;0,146795;-1,656462;0;0;0;0
19;95;2201;-14;-17;27;0,494590;-2,471478;0,002075;0,001709;0,156882;-1,669036;0;0;0;0
12;82;2190;-5;-2;107;0,313946;-2,144320;0,000244;0,000610;0,152740;-1,665042;0;0;0;0
13;113;2187;-18;85;47;0,340574;-2,957783;-0,010376;0,002197;0,123895;-1,695090;0;0;0;0
13;91;2190;-13;-107;-31;0,340108;-2,379415;0,013062;0,001587;0,157295;-1,706624;0;0;0;0
28;72;2225;-59;-5;-40;0,720987;-1,853419;0,000610;0,007202;0,144367;-1,708697;0;0;0;0
30;83;2188;5;-47;121;0,785542;-2,172427;0,005737;-0,000610;0,163320;-1,720547;0;0;0;0
11;79;2168;-38;24;17;0,290705;-2,086884;-0,002930;0,004639;0,155776;-1,720585;0;0;0;0
17;76;2238;-62;-38;47;0,435214;-1,944954;0,004639;0,007568;0,164135;-1,712903;0;0;0;0
26;73;2217;-21;-15;79;0,671909;-1,885919;0,001831;0,002563;0,172939;-1,716575;0;0;0;0
25;79;2201;-36;226;58;0,650765;-2,055622;-0,027588;0,004395;0,166542;-1,724555;0;0;0;0
25;98;2217;-21;-34;-92;0,646068;-2,531048;0,004150;0,002563;0,150689;-1,731706;0;0;0;0
29;95;2227;-46;142;-51;0,746064;-2,442659;-0,017334;0,005615;0,186126;-1,738368;0;0;0;0
29;83;2181;-16;80;40;0,761797;-2,179393;-0,009766;0,001953;0,184696;-1,727854;0;0;0;0
15;85;2202;-20;155;-69;0,390292;-2,210593;-0,018921;0,002441;0,173890;-1,727193;0;0;0;0
15;70;2218;-5;-7;9;0,387477;-1,807653;0,000854;0,000610;0,173784;-1,727825;0;0;0;0
16;85;2181;-5;95;128;0,420319;-2,231856;-0,011597;0,000610;0,154009;-1,719848;0;0;0;0
8;90;2220;-16;77;14;0,206470;-2,321530;-0,009399;0,001953;0,145453;-1,729678;0;0;0;0
18;62;2188;-72;-54;-134;0,471344;-1,623121;0,006592;0,008789;0,167803;-1,711001;0;0;0;0
14;84;2206;-16;85;76;0,363613;-2,180653;-0,010376;0,001953;0,165032;-1,697325;0;0;0;0
16;69;2192;6;-13;8;0,418210;-1,802967;0,001587;-0,000732;0,229526;-1,700426;0;0;0;0
26;89;2200;-48;-76;-56;0,677100;-2,316612;0,009277;0,005859;0,231285;-1,701550;0;0;0;0
28;84;2181;16;51;-22;0,735531;-2,205625;-0,006226;-0,001953;0,227812;-1,698967;0;0;0;0
30;77;2209;-44;85;130;0,778075;-1,996374;-0,010376;0,005371;0,211218;-1,687213;0;0;0;0
28;89;2203;-5;29;73;0,728187;-2,313460;-0,003540;0,000610;0,222621;-1,705238;0;0;0;0
27;81;2217;5;-101;0;0,697749;-2,092420;0,012329;-0,000610;0,219114;-1,698887;0;0;0;0
9;86;2203;-84;-102;26;0,234071;-2,235559;0,012451;0,010254;0,220935;-1,703296;0;0;0;0
29;79;2204;-2;156;4;0,753848;-2,052827;-0,019043;0,000244;0,216692;-1,691807;0;0;0;0
35;84;2220;-29;59;-33;0,903237;-2,166915;-0,007202;0,003540;0,203176;-1,699427;0;0;0;0
21;80;2209;6;-4;-2;0,544670;-2,074088;0,000488;-0,000732;0,238667;-1,717005;0;0;0;0
8;101;2215;-88;113;37;0,206936;-2,610775;-0,013794;0,010742;0,215296;-1,713868;0;0;0;0
32;86;2187;-51;37;4;0,838287;-2,251897;-0,004517;0,006226;0,247241;-1,702938;0;0;0;0
29;89;2190;-32;80;-17;0,758667;-2,327178;-0,009766;0,003906;0,222018;-1,704772;0;0;0;0
26;76;2220;-65;-47;-30;0,671001;-1,960711;0,005737;0,007935;0,229107;-1,696248;0;0;0;0
22;105;2197;-17;-13;84;0,573721;-2,736223;0,001587;0,002075;0,231244;-1,697238;0;0;0;0
17;77;2215;-21;111;-2;0,439733;-1,990970;-0,013550;0,002563;0,228132;-1,683169;0;0;0;0
25;80;2210;-48;126;-66;0,648115;-2,073150;-0,015381;0,005859;0,241014;-1,687988;0;0;0;0
9;77;2203;-24;189;126;0,234071;-2,001806;-0,023071;0,002930;0,212073;-1,687146;0;0;0;0
36;73;2195;-61;72;78;0,939619;-1,904807;-0,008789;0,007446;0,209234;-1,666111;0;0;0;0
25;83;2192;-16;-31;-31;0,653436;-2,168467;0,003784;0,001953;0,237788;-1,664889;0;0;0;0
36;86;2197;-33;59;-38;0,938764;-2,241658;-0,007202;0,004028;0,211420;-1,666125;0;0;0;0
31;66;2197;1;69;99;0,808398;-1,720703;-0,008423;-0,000122;0,205477;-1,672410;0;0;0;0
30;68;2219;-47;-52;-135;0,774569;-1,755247;0,006348;0,005737;0,198652;-1,665010;0;0;0;0
6;83;2203;-16;119;-28;0,156048;-2,157649;-0,014526;0,001953;0,186651;-1,668707;0;0;0;0
8;68;2217;-25;9;195;0,206750;-1,756830;-0,001099;0,003052;0,204332;-1,673848;0;0;0;0
24;90;2230;-57;-23;14;0,616612;-2,311131;0,002808;0,006958;0,173722;-1,678598;0;0;0;0
17;80;2209;-55;109;-142;0,440928;-2,074088;-0,013306;0,006714;0,189225;-1,664785;0;0;0;0
32;87;2181;1;6;-38;0,840593;-2,284315;-0,000732;-0,000122;0,208848;-1,669175;0;0;0;0
25;63;2216;-28;-46;24;0,646360;-1,628458;0,005615;0,003418;0,236896;-1,668505;0;0;0;0
30;71;2206;-33;54;-113;0,779133;-1,843426;-0,006592;0,004028;0,221099;-1,674829;0;0;0;0
13;71;2188;-14;-36;-26;0,340419;-1,858580;0,004395;0,001709;0,224908;-1,675769;0;0;0;0
27;89;2224;-57;50;121;0,695553;-2,291639;-0,006104;0,006958;0,221319;-1,667162;0;0;0;0
19;77;2203;-35;-104;68;0,494141;-2,001806;0,012695;0,004272;0,214780;-1,675649;0;0;0;0
25;94;2202;-28;46;9;0,650469;-2,444385;-0,005615;0,003418;0,201792;-1,670712;0;0;0;0
9;77;2225;-20;98;107;0,231757;-1,982029;-0,011963;0,002441;0,176850;-1,656965;0;0;0;0
20;84;2223;3;32;8;0,515468;-2,163993;-0,003906;-0,000366;0,168451;-1,674280;0;0;0;0
26;93;2200;-91;-7;-93;0,677100;-2,420608;0,000854;0,011108;0,174664;-1,658643;0;0;0;0
28;72;2196;-40;0;27;0,730508;-1,877877;0,000000;0,004883;0,188284;-1,659380;0;0;0;0
30;75;2198;-24;-57;-33;0,781968;-1,954284;0,006958;0,002930;0,188963;-1,658119;0;0;0;0
35;84;2202;22;143;-75;0,910619;-2,184611;-0,017456;-0,002686;0,172163;-1,669687;0;0;0;0
25;73;2204;-38;64;-51;0,649879;-1,897034;-0,007812;0,004639;0,158091;-1,660532;0;0;0;0
18;79;2203;6;174;27;0,468135;-2,053758;-0,021240;-0,000732;0,139249;-1,667255;0;0;0;0
24;66;2164;-36;33;78;0,635417;-1,746927;-0,004028;0,004395;0,127567;-1,660176;0;0;0;0
24;69;2190;-42;-156;65;0,627874;-1,804612;0,019043;0,005127;0,165866;-1,642700;0;0;0;0
10;92;2200;-63;-72;-145;0,260434;-2,394610;0,008789;0,007690;0,170433;-1,644982;0;0;0;0
29;82;2185;-47;135;58;0,760403;-2,149222;-0,016479;0,005737;0,175926;-1,648278;0;0;0;0
29;77;2213;14;-25;50;0,750783;-1,992768;0,003052;-0,001709;0,206522;-1,658776;0;0;0;0
19;71;2227;-39;80;-106;0,488816;-1,826054;-0,009766;0,004761;0,194205;-1,669254;0;0;0;0
41;72;2183;-24;-39;47;1,075974;-1,889052;0,004761;0,002930;0,203860;-1,662213;0;0;0;0
20;79;2218;-12;143;99;0,516630;-2,039880;-0,017456;0,001465;0,217556;-1,666609;0;0;0;0
28;68;2208;-44;-99;-2;0,726538;-1,763986;0,012085;0,005371;0,257038;-1,658679;0;0;0;0
18;78;2179;7;-54;-69;0,473291;-2,050098;0,006592;-0,000854;0,241658;-1,652987;0;0;0;0
17;92;2222;-27;-25;32;0,438348;-2,370928;0,003052;0,003296;0,260977;-1,657682;0;0;0;0
11;91;2235;-18;-41;22;0,281990;-2,331560;0,005005;0,002197;0,284760;-1,663295;0;0;0;0
21;89;2204;-47;95;-77;0,545905;-2,312412;-0,011597;0,005737;0,294899;-1,661610;0;0;0;0
28;83;2194;-13;-44;-48;0,731174;-2,166492;0,005371;0,001587;0,296842;-1,653032;0;0;0;0
30;85;2216;-12;37;170;0,775617;-2,196640;-0,004517;0,001465;0,294535;-1,651942;0;0;0;0
34;60;2218;-5;42;13;0,878225;-1,549553;-0,005127;0,000610;0,292555;-1,663454;0;0;0;0
16;53;2217;-9;37;-54;0,413494;-1,369462;-0,004517;0,001099;0,264593;-1,659796;0;0;0;0
28;73;2209;-25;145;-33;0,726209;-1,892744;-0,017700;0,003052;0,274040;-1,641351;0;0;0;0
30;77;2208;-21;156;126;0,778427;-1,997277;-0,019043;0,002563;0,222257;-1,638714;0;0;0;0
34;75;2192;-88;29;30;0,888641;-1,959629;-0,003540;0,010742;0,233760;-1,636268;0;0;0;0
29;75;2206;-46;-49;-5;0,753165;-1,947203;0,005981;0,005615;0,246326;-1,631407;0;0;0;0
18;75;2202;-8;-36;167;0,468347;-1,950737;0,004395;0,000977;0,249842;-1,630406;0;0;0;0
22;73;2195;-50;109;22;0,574244;-1,904807;-0,013306;0,006104;0,218981;-1,630011;0;0;0;0
27;79;2213;-14;63;-44;0,699010;-2,044485;-0,007690;0,001709;0,217707;-1,629978;0;0;0;0
6;78;2198;-47;-13;-33;0,156403;-2,032391;0,001587;0,005737;0,219422;-1,617267;0;0;0;0
28;76;2187;2;114;47;0,733514;-1,990273;-0,013916;-0,000244;0,217281;-1,597152;0;0;0;0
31;85;2178;-47;97;-70;0,815450;-2,234927;-0,011841;0,005737;0,235376;-1,597041;0;0;0;0
20;77;2230;-5;103;35;0,513850;-1,977589;-0,012573;0,000610;0,217245;-1,601999;0;0;0;0
28;85;2164;-13;37;152;0,741309;-2,249371;-0,004517;0,001587;0,237727;-1,614533;0;0;0;0
27;85;2171;-76;-38;47;0,712532;-2,242126;0,004639;0,009277;0,238739;-1,622304;0;0;0;0
17;97;2190;-2;-13;-126;0,444753;-2,536101;0,001587;0,000244;0,220323;-1,619413;0;0;0;0
46;100;2216;-36;87;73;1,189182;-2,583797;-0,010620;0,004395;0,184863;-1,644049;0;0;0;0
19;98;2196;-10;17;60;0,495716;-2,555220;-0,002075;0,001221;0,196251;-1,655254;0;0;0;0
24;74;2197;-23;87;-129;0,625873;-1,929124;-0,010620;0,002808;0,215820;-1,661637;0;0;0;0
20;80;2220;-29;-33;19;0,516164;-2,063820;0,004028;0,003540;0,229548;-1,673904;0;0;0;0
38;85;2201;-17;45;53;0,989106;-2,211596;-0,005493;0,002075;0,231846;-1,654768;0;0;0;0
24;78;2218;-12;-112;40;0,619948;-2,014080;0,013672;0,001465;0,234171;-1,667494;0;0;0;0
36;60;2224;18;59;21;0,927369;-1,545375;-0,007202;-0,002197;0,228512;-1,672691;0;0;0;0
28;83;2182;-39;95;50;0,735194;-2,178395;-0,011597;0,004761;0,228013;-1,667010;0;0;0;0
27;102;2192;-27;21;26;0,705706;-2,664214;-0,002563;0,003296;0,218070;-1,679556;0;0;0;0
29;89;2190;-43;108;-96;0,758667;-2,327178;-0,013184;0,005249;0,230655;-1,684597;0;0;0;0
29;76;2194;-30;101;52;0,757284;-1,983928;-0,012329;0,003662;0,257509;-1,682707;0;0;0;0
11;80;2201;12;93;102;0,286346;-2,081620;-0,011353;-0,001465;0,234462;-1,680561;0;0;0;0
21;70;2220;-29;43;35;0,541971;-1,806025;-0,005249;0,003540;0,236566;-1,679855;0;0;0;0
19;80;2202;-25;6;4;0,494365;-2,080675;-0,000732;0,003052;0,249737;-1,674557;0;0;0;0
34;77;2217;-35;17;-7;0,878621;-1,989176;-0,002075;0,004272;0,246981;-1,678159;0;0;0;0
16;83;2191;-14;72;112;0,418401;-2,169456;-0,008789;0,001709;0,235602;-1,681324;0;0;0;0
28;86;2218;-63;12;-17;0,723263;-2,220455;-0,001465;0,007690;0,246722;-1,656465;0;0;0;0
27;91;2218;-35;-28;-7;0,697434;-2,349411;0,003418;0,004272;0,228519;-1,659033;0;0;0;0
21;87;2221;-32;9;125;0,541727;-2,243217;-0,001099;0,003906;0,247137;-1,649840;0;0;0;0
45;77;2201;-38;9;-46;1,171263;-2,003624;-0,001099;0,004639;0,236629;-1,651143;0;0;0;0
27;85;2240;-27;-78;-109;0,690585;-2,173128;0,009521;0,003296;0,264177;-1,642498;0;0;0;0
16;90;2244;-40;119;-75;0,408519;-2,296728;-0,014526;0,004883;0,264532;-1,647050;0;0;0;0
14;94;2203;25;17;107;0,364108;-2,443276;-0,002075;-0,003052;0,279254;-1,658655;0;0;0;0
5;81;2209;-48;-25;-85;0,129687;-2,099991;0,003052;0,005859;0,291050;-1,638512;0;0;0;0
25;69;2218;-63;129;14;0,645777;-1,781846;-0,015747;0,007690;0,259253;-1,629135;0;0;0;0
40;89;2198;-32;21;134;1,042574;-2,318717;-0,002563;0,003906;0,280593;-1,629156;0;0;0;0
7;79;2218;-25;51;91;0,180825;-2,039880;-0,006226;0,003052;0,244977;-1,623781;0;0;0;0
24;74;2223;-77;-25;-54;0,618554;-1,906578;0,003052;0,009399;0,244276;-1,613740;0;0;0;0
20;71;2212;-39;82;138;0,518031;-1,838429;-0,010010;0,004761;0,226421;-1,610085;0;0;0;0
24;66;2221;-29;105;167;0,619111;-1,702120;-0,012817;0,003540;0,228389;-1,612942;0;0;0;0
36;59;2215;-9;25;66;0,931136;-1,525802;-0,003052;0,001099;0,228873;-1,598131;0;0;0;0
40;90;2181;-17;150;-49;1,050699;-2,362997;-0,018311;0,002075;0,246821;-1,599441;0;0;0;0
28;74;2224;-50;67;-23;0,721312;-1,905721;-0,008179;0,006104;0,255009;-1,591675;0;0;0;0
12;82;2210;1;25;133;0,311105;-2,124932;-0,003052;-0,000122;0,228455;-1,602885;0;0;0;0
34;76;2200;-14;-51;-131;0,885410;-1,978522;0,006226;0,001709;0,238746;-1,614774;0;0;0;0
17;82;2226;-12;134;-9;0,437560;-2,109672;-0,016357;0,001465;0,254463;-1,625829;0;0;0;0
24;75;2197;-40;42;123;0,625873;-1,955173;-0,005127;0,004883;0,247728;-1,619164;0;0;0;0
34;82;2185;-58;-43;6;0,891487;-2,149222;0,005249;0,007080;0,266047;-1,610481;0;0;0;0
18;58;2216;-58;-13;-98;0,465389;-1,499276;0,001587;0,007080;0,288749;-1,599143;0;0;0;0
25;94;2182;-63;-13;-48;0,656431;-2,466762;0,001587;0,007690;0,289534;-1,606900;0;0;0;0
24;76;2215;10;-20;-38;0,620788;-1,965134;0,002441;-0,001221;0,318823;-1,617142;0;0;0;0
28;83;2190;-39;-109;-87;0,732509;-2,170445;0,013306;0,004761;0,335986;-1,626023;0;0;0;0
19;86;2224;-33;1;19;0,489475;-2,214471;-0,000122;0,004028;0,360588;-1,623201;0;0;0;0
19;89;2185;-12;87;104;0,498212;-2,332497;-0,010620;0,001465;0,370984;-1,631789;0;0;0;0
29;78;2216;-51;40;22;0,749767;-2,015896;-0,004883;0,006226;0,376355;-1,625026;0;0;0;0
27;85;2239;12;142;-96;0,690894;-2,174097;-0,017334;-0,001465;0,389020;-1,632284;0;0;0;0
38;64;2185;-16;35;9;0,996348;-1,677749;-0,004272;0,001953;0,365961;-1,625785;0;0;0;0
27;86;2218;29;145;-7;0,697434;-2,220455;-0,017700;-0,003540;0,340346;-1,644567;0;0;0;0
19;76;2234;-40;61;-87;0,487285;-1,948434;-0,007446;0,004883;0,335945;-1,645058;0;0;0;0
31;75;2183;-46;-2;95;0,813582;-1,967702;0,000244;0,005615;0,320604;-1,648395;0;0;0;0
19;78;2204;-63;-54;87;0,493917;-2,026863;0,006592;0,007690;0,310641;-1,636750;0;0;0;0
24;87;2198;-76;-41;-10;0,625589;-2,266666;0,005005;0,009277;0,327355;-1,626508;0;0;0;0
22;94;2208;21;85;-41;0,570863;-2,437750;-0,010376;-0,002563;0,283669;-1,626140;0;0;0;0
29;70;2189;-61;46;1;0,759013;-1,831584;-0,005615;0,007446;0,298741;-1,621857;0;0;0;0
25;82;2234;17;132;42;0,641152;-2,102124;-0,016113;-0,002075;0,290012;-1,628102;0;0;0;0
21;77;2188;-39;76;-54;0,549897;-2,015519;-0,009277;0,004761;0,278358;-1,623043;0;0;0;0
30;70;2210;14;-39;-10;0,777723;-1,814192;0,004761;-0,001709;0,269515;-1,637444;0;0;0;0
27;68;2196;29;-172;91;0,704421;-1,773620;0,020996;-0,003540;0,266452;-1,654200;0;0;0;0
34;61;2181;-90;-33;1;0,893122;-1,602078;0,004028;0,010986;0,317485;-1,646245;0;0;0;0
33;81;2183;36;-12;-59;0,866064;-2,124979;0,001465;-0,004395;0,277097;-1,646518;0;0;0;0
27;75;2215;-61;-43;-31;0,698379;-1,939297;0,005249;0,007446;0,272817;-1,640725;0;0;0;0
2;98;2233;-28;64;84;0,051317;-2,512936;-0,007812;0,003418;0,249798;-1,639696;0;0;0;0
20;77;2205;-35;29;-7;0,519675;-1,999992;-0,003540;0,004272;0,260516;-1,655794;0;0;0;0
24;66;2187;-38;77;-30;0,628735;-1,728566;-0,009399;0,004639;0,249655;-1,672575;0;0;0;0
35;69;2205;24;42;147;0,909380;-1,792344;-0,005127;-0,002930;0,263378;-1,681852;0;0;0;0
7;56;2208;-42;-72;6;0,181644;-1,452842;0,008789;0,005127;0,277779;-1,679577;0;0;0;0
15;84;2252;-21;111;-64;0,381627;-2,136152;-0,013550;0,002563;0,252417;-1,688524;0;0;0;0
22;100;2220;-74;111;-38;0,567777;-2,579147;-0,013550;0,009033;0,245166;-1,686129;0;0;0;0
31;72;2222;-25;-20;30;0,799304;-1,855920;0,002441;0,003052;0,247513;-1,682625;0;0;0;0
25;77;2180;9;29;-57;0,657033;-2,022909;-0,003540;-0,001099;0,225029;-1,687417;0;0;0;0
28;91;2212;-50;43;-41;0,725224;-2,355776;-0,005249;0,006104;0,239423;-1,678719;0;0;0;0
28;79;2204;-9;40;105;0,727856;-2,052827;-0,004883;0,001099;0,241182;-1,682145;0;0;0;0
39;89;2190;-18;85;30;1,020228;-2,327178;-0,010376;0,002197;0,259188;-1,686291;0;0;0;0
20;70;2224;-20;63;-95;0,515236;-1,802779;-0,007690;0,002441;0,263353;-1,677988;0;0;0;0
24;78;2226;-33;35;97;0,617720;-2,006848;-0,004272;0,004028;0,261188;-1,684598;0;0;0;0
